project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,completion_date,schedule_slip_months
PRJ-0092,March,2026-03-15,54.66,58.14,344.86,716.64,20.82,2033-09-26,,15.08
PRJ-0092,April,2026-04-15,81.99,78.97,468.42,716.97,20.88,2032-10-26,,3.99
PRJ-0092,May,2026-05-15,87.91,93.6,555.15,674.54,13.72,2032-11-26,,5.45
PRJ-0092,June,2026-06-15,87.91,94.48,560.39,830.35,39.99,2033-12-26,,17.98
PRJ-0092,July,2026-07-15,87.91,86.74,514.46,588.82,-0.73,2032-07-26,,0.93
PRJ-0093,Feb,2026-02-15,16.09,7.58,92.94,1369.51,11.64,2035-09-07,,12.11
PRJ-0093,March,2026-03-15,32.18,32.63,400.31,1436.1,17.07,2035-11-07,,14.48
PRJ-0093,April,2026-04-15,48.27,43.19,529.82,1461.2,19.12,2035-10-07,,12.84
PRJ-0093,May,2026-05-15,64.36,61.41,753.32,1425.78,16.23,2035-07-07,,10.01
PRJ-0093,June,2026-06-15,80.44,86.08,1055.99,1588.2,29.47,2035-08-07,,11.3
PRJ-0093,July,2026-07-15,89.48,89.35,1096.08,1342.41,9.43,2035-04-07,,6.62
PRJ-0094,Feb,2026-02-15,18.93,28.13,89.11,374.16,18.12,2030-02-06,,15.89
PRJ-0094,March,2026-03-15,37.87,37.09,117.47,374.34,18.18,2029-12-06,,14.34
PRJ-0094,April,2026-04-15,56.8,55.01,174.26,350.33,10.6,2029-07-06,,9.31
PRJ-0094,May,2026-05-15,75.74,76.62,242.71,353.27,11.53,2029-08-06,,9.71
PRJ-0094,June,2026-06-15,94.67,99.5,315.17,525.91,66.03,2030-10-06,,23.63
PRJ-0094,July,2026-07-15,96.75,94.8,300.3,259.01,-18.23,2028-10-06,,0.0
PRJ-0095,Feb,2026-02-15,0.93,0.0,0.0,3594.2,36.96,2037-12-02,,23.98
PRJ-0095,March,2026-03-15,1.85,5.8,152.25,3472.41,32.32,2037-10-02,,21.96
PRJ-0095,April,2026-04-15,2.78,7.01,183.9,3393.81,29.32,2037-11-02,,22.69
PRJ-0095,May,2026-05-15,3.71,0.0,0.0,3304.26,25.91,2037-12-02,,23.63
PRJ-0095,June,2026-06-15,2.14,0.0,0.0,3859.33,47.06,2038-04-02,,27.87
PRJ-0095,July,2026-07-15,1.78,4.72,123.83,2706.58,3.14,2036-10-02,,10.17
PRJ-0096,Feb,2026-02-15,22.14,21.76,195.09,1049.47,17.04,2035-11-20,,13.64
PRJ-0096,March,2026-03-15,44.28,49.32,442.25,1041.41,16.14,2035-09-20,,12.1
PRJ-0096,April,2026-04-15,66.42,64.45,577.94,1024.96,14.31,2035-06-20,,9.44
PRJ-0096,May,2026-05-15,83.31,85.26,764.47,1027.43,14.58,2035-05-20,,8.15
PRJ-0096,June,2026-06-15,83.31,89.01,798.13,1144.34,27.62,2035-11-20,,13.66
PRJ-0096,July,2026-07-15,83.31,79.7,714.66,950.76,6.03,2035-01-20,,3.96
PRJ-0097,Feb,2026-02-15,100.0,100.0,2506.86,2506.86,33.71,2026-02-18,2026-02-18,0.95
PRJ-0097,March,2026-03-15,100.0,100.0,2433.27,2433.27,29.78,2026-02-18,2026-02-18,0.95
PRJ-0097,April,2026-04-15,100.0,100.0,2383.73,2383.73,27.14,2026-02-18,2026-02-18,0.95
PRJ-0097,May,2026-05-15,100.0,100.0,2303.8,2303.8,22.88,2026-02-18,2026-02-18,0.95
PRJ-0097,June,2026-06-15,100.0,100.0,2939.92,2939.92,56.81,2026-02-18,2026-02-18,0.95
PRJ-0097,July,2026-07-15,100.0,100.0,1928.02,1928.02,2.84,2026-02-18,2026-02-18,0.95
PRJ-0098,Feb,2026-02-15,8.59,12.78,76.85,695.74,15.74,2031-10-06,,15.55
PRJ-0098,March,2026-03-15,17.18,18.1,108.82,696.42,15.85,2031-08-06,,14.44
PRJ-0098,April,2026-04-15,25.78,28.73,172.73,701.33,16.67,2031-06-06,,12.42
PRJ-0098,May,2026-05-15,34.37,34.99,210.31,697.24,15.99,2031-09-06,,15.41
PRJ-0098,June,2026-06-15,42.96,40.3,242.26,786.37,30.82,2032-02-06,,19.51
PRJ-0098,July,2026-07-15,51.55,58.86,353.81,657.62,9.4,2031-01-06,,6.84
PRJ-0099,Feb,2026-02-15,73.63,74.78,6115.59,10971.56,34.15,2027-11-13,,16.62
PRJ-0099,March,2026-03-15,81.73,81.12,6634.29,10795.44,32.0,2027-06-13,,11.74
PRJ-0099,April,2026-04-15,89.67,91.01,7442.78,10702.12,30.86,2027-06-13,,12.41
PRJ-0099,May,2026-05-15,96.75,98.94,8091.55,10875.43,32.98,2027-06-13,,12.42
PRJ-0099,June,2026-06-15,100.0,100.0,10796.63,10796.63,32.01,2026-06-10,2026-06-10,0.0
PRJ-0099,July,2026-07-15,100.0,100.0,10421.87,10421.87,27.43,2026-06-10,2026-06-10,0.0
PRJ-0100,Feb,2026-02-15,10.69,14.95,177.68,1522.07,28.07,2036-12-07,,21.62
PRJ-0100,March,2026-03-15,21.38,20.62,245.04,1485.22,24.97,2037-02-07,,24.24
PRJ-0100,April,2026-04-15,32.06,33.08,393.19,1396.56,17.51,2036-03-07,,13.49
PRJ-0100,May,2026-05-15,42.75,46.09,547.8,1357.26,14.2,2036-02-07,,11.61
PRJ-0100,June,2026-06-15,53.44,54.39,646.47,2294.19,93.04,2038-05-07,,38.69
PRJ-0100,July,2026-07-15,64.13,65.8,782.02,917.03,-22.84,2035-02-07,,0.0
PRJ-0101,Feb,2026-02-15,16.7,19.41,2356.53,17843.41,46.97,2030-09-15,,25.14
PRJ-0101,March,2026-03-15,33.41,29.9,3630.41,17275.71,42.29,2030-06-15,,21.55
PRJ-0101,April,2026-04-15,50.11,45.36,5506.66,16497.02,35.88,2030-05-15,,20.67
PRJ-0101,May,2026-05-15,61.0,64.91,7880.38,15800.82,30.14,2029-11-15,,15.31
PRJ-0101,June,2026-06-15,61.0,53.95,6550.7,20299.95,67.2,2031-02-15,,29.93
PRJ-0101,July,2026-07-15,61.0,63.51,7710.62,11862.91,-2.29,2029-01-15,,4.64
PRJ-0102,Feb,2026-02-15,10.22,4.77,29.64,746.49,20.2,2030-08-01,,15.0
PRJ-0102,March,2026-03-15,20.44,20.79,129.08,709.41,14.23,2030-05-01,,12.17
PRJ-0102,April,2026-04-15,30.66,34.9,216.71,683.24,10.02,2030-02-01,,9.22
PRJ-0102,May,2026-05-15,40.88,44.98,279.34,649.52,4.59,2030-01-01,,7.86
PRJ-0102,June,2026-06-15,51.1,55.76,346.26,1134.82,82.73,2032-03-01,,34.21
PRJ-0102,July,2026-07-15,61.32,63.04,391.48,406.55,-34.54,2029-05-01,,0.0
PRJ-0103,Feb,2026-02-15,2.04,3.91,232.04,9203.43,55.09,2031-01-01,,28.4
PRJ-0103,March,2026-03-15,4.09,13.03,773.0,9158.85,54.34,2031-06-01,,32.53
PRJ-0103,April,2026-04-15,6.13,6.48,384.3,9155.65,54.28,2030-12-01,,26.94
PRJ-0103,May,2026-05-15,8.18,9.2,545.93,8808.01,48.43,2030-12-01,,26.78
PRJ-0103,June,2026-06-15,10.22,9.97,591.83,10083.02,69.91,2031-09-01,,36.47
PRJ-0103,July,2026-07-15,12.27,10.47,621.51,8316.08,40.14,2031-01-01,,27.6
PRJ-0104,Feb,2026-02-15,8.92,5.51,39.23,999.14,40.37,2035-04-13,,25.58
PRJ-0104,March,2026-03-15,17.84,19.78,140.82,973.19,36.73,2035-01-13,,23.39
PRJ-0104,April,2026-04-15,26.77,21.37,152.08,944.41,32.68,2034-12-13,,21.97
PRJ-0104,May,2026-05-15,35.69,40.29,286.74,938.13,31.8,2034-09-13,,18.76
PRJ-0104,June,2026-06-15,44.61,48.47,345.03,1093.17,53.58,2035-03-13,,24.66
PRJ-0104,July,2026-07-15,53.53,50.94,362.59,737.84,3.66,2033-12-13,,10.15
PRJ-0105,Feb,2026-02-15,8.94,8.78,89.17,1251.76,23.27,2031-12-06,,18.45
PRJ-0105,March,2026-03-15,17.87,22.2,225.43,1249.51,23.05,2031-11-06,,17.27
PRJ-0105,April,2026-04-15,26.81,25.3,256.93,1224.06,20.55,2031-06-06,,12.14
PRJ-0105,May,2026-05-15,35.21,39.05,396.55,1191.18,17.31,2031-04-06,,9.61
PRJ-0105,June,2026-06-15,35.21,33.61,341.28,1528.53,50.53,2032-11-06,,28.95
PRJ-0105,July,2026-07-15,35.21,32.98,334.88,919.42,-9.46,2031-01-06,,7.07
PRJ-0106,Feb,2026-02-15,7.97,10.19,42.91,531.41,26.14,2032-05-17,,19.03
PRJ-0106,March,2026-03-15,15.94,17.71,74.6,527.46,25.21,2032-05-17,,18.79
PRJ-0106,April,2026-04-15,23.91,24.52,103.28,501.83,19.12,2032-03-17,,16.92
PRJ-0106,May,2026-05-15,31.88,35.64,150.13,502.43,19.27,2032-03-17,,16.87
PRJ-0106,June,2026-06-15,33.3,35.37,148.99,756.78,79.64,2033-11-17,,36.85
PRJ-0106,July,2026-07-15,33.3,29.27,123.29,323.33,-23.25,2030-10-17,,0.0
PRJ-0107,Feb,2026-02-15,2.53,5.63,48.26,1103.67,28.7,2035-04-07,,18.53
PRJ-0107,March,2026-03-15,5.06,5.72,49.1,1065.05,24.2,2035-06-07,,21.42
PRJ-0107,April,2026-04-15,7.59,8.73,74.87,1057.81,23.35,2035-05-07,,20.43
PRJ-0107,May,2026-05-15,10.13,7.43,63.72,1038.19,21.06,2035-03-07,,17.63
PRJ-0107,June,2026-06-15,12.66,12.52,107.35,1324.57,54.46,2035-11-07,,25.77
PRJ-0107,July,2026-07-15,15.19,15.41,132.18,791.82,-7.67,2034-04-07,,6.93
PRJ-0108,Feb,2026-02-15,27.07,26.14,130.24,575.17,15.42,2037-03-21,,14.66
PRJ-0108,March,2026-03-15,54.13,56.29,280.5,580.24,16.44,2036-09-21,,9.42
PRJ-0108,April,2026-04-15,81.2,82.88,413.0,571.03,14.59,2036-09-21,,9.01
PRJ-0108,May,2026-05-15,87.87,86.49,430.98,554.8,11.34,2035-12-21,,0.02
PRJ-0108,June,2026-06-15,87.87,85.77,427.4,684.3,37.32,2036-12-21,,12.48
PRJ-0108,July,2026-07-15,87.87,87.64,436.74,486.3,-2.41,2035-12-21,,0.0
PRJ-0109,Feb,2026-02-15,10.82,4.67,33.19,863.15,21.54,2029-10-05,,15.28
PRJ-0109,March,2026-03-15,21.64,21.6,153.43,845.18,19.0,2029-10-05,,14.84
PRJ-0109,April,2026-04-15,32.46,31.34,222.57,848.25,19.44,2029-08-05,,12.98
PRJ-0109,May,2026-05-15,43.27,44.18,313.75,824.78,16.13,2029-08-05,,13.1
PRJ-0109,June,2026-06-15,48.79,46.11,327.5,983.34,38.46,2030-02-05,,19.46
PRJ-0109,July,2026-07-15,48.79,48.7,345.84,755.04,6.31,2029-02-05,,7.35
PRJ-0110,Feb,2026-02-15,78.78,82.99,1365.24,2301.61,39.9,2027-05-26,,13.48
PRJ-0110,March,2026-03-15,83.07,85.9,1413.24,2208.34,34.23,2027-09-26,,17.36
PRJ-0110,April,2026-04-15,92.13,91.97,1513.03,2078.37,26.33,2026-10-26,,5.77
PRJ-0110,May,2026-05-15,100.0,100.0,1925.42,1925.42,17.04,2026-05-10,2026-05-10,0.46
PRJ-0110,June,2026-06-15,100.0,100.0,2617.05,2617.05,59.08,2026-05-10,2026-05-10,0.46
PRJ-0110,July,2026-07-15,100.0,100.0,1359.92,1359.92,-17.34,2026-05-10,2026-05-10,0.46
PRJ-0111,Feb,2026-02-15,33.75,45.0,459.08,1269.48,24.44,2032-08-01,,17.26
PRJ-0111,March,2026-03-15,67.49,69.59,709.91,1261.76,23.69,2032-07-01,,15.95
PRJ-0111,April,2026-04-15,95.13,88.71,905.0,1235.97,21.16,2032-02-01,,10.8
PRJ-0111,May,2026-05-15,95.13,95.56,974.86,1203.48,17.97,2031-07-01,,4.32
PRJ-0111,June,2026-06-15,95.13,92.53,943.91,1553.36,52.27,2032-10-01,,19.08
PRJ-0111,July,2026-07-15,95.13,99.5,1015.02,908.84,-10.91,2031-04-01,,0.73
PRJ-0112,Feb,2026-02-15,0.13,1.08,8.2,919.61,20.85,2032-07-24,,17.4
PRJ-0112,March,2026-03-15,0.49,3.58,27.22,909.17,19.48,2032-09-24,,18.96
PRJ-0112,April,2026-04-15,0.73,0.0,0.0,878.66,15.47,2032-05-24,,14.56
PRJ-0112,May,2026-05-15,0.98,9.23,70.26,883.46,16.1,2032-10-24,,20.24
PRJ-0112,June,2026-06-15,1.22,6.91,52.55,1107.46,45.54,2033-08-24,,29.67
PRJ-0112,July,2026-07-15,1.47,0.25,1.93,685.89,-9.86,2032-01-24,,10.56
PRJ-0113,Feb,2026-02-15,13.82,17.72,624.73,5001.65,41.87,2034-08-20,,27.62
PRJ-0113,March,2026-03-15,27.64,31.97,1127.04,4875.71,38.3,2034-04-20,,23.55
PRJ-0113,April,2026-04-15,41.47,41.82,1474.45,4706.17,33.49,2033-10-20,,18.27
PRJ-0113,May,2026-05-15,55.29,51.47,1814.39,4519.7,28.2,2033-07-20,,14.67
PRJ-0113,June,2026-06-15,69.11,74.87,2639.55,5386.3,52.79,2034-02-20,,22.1
PRJ-0113,July,2026-07-15,82.93,87.25,3075.85,3852.84,9.29,2032-09-20,,4.84
PRJ-0114,Feb,2026-02-15,24.37,20.22,425.63,2593.66,23.24,2030-07-14,,18.23
PRJ-0114,March,2026-03-15,48.74,46.24,973.12,2511.5,19.33,2030-04-14,,15.07
PRJ-0114,April,2026-04-15,73.11,71.89,1513.04,2545.26,20.94,2029-12-14,,11.45
PRJ-0114,May,2026-05-15,93.51,93.56,1969.16,2512.91,19.4,2029-10-14,,8.88
PRJ-0114,June,2026-06-15,93.51,93.68,1971.5,2717.68,29.13,2029-11-14,,10.35
PRJ-0114,July,2026-07-15,93.51,89.83,1890.61,2285.1,8.58,2029-08-14,,6.92
PRJ-0115,Feb,2026-02-15,25.38,29.13,371.8,1940.6,52.04,2033-10-11,,26.5
PRJ-0115,March,2026-03-15,50.76,47.5,606.31,1976.08,54.82,2033-09-11,,25.45
PRJ-0115,April,2026-04-15,76.14,75.52,963.95,1956.07,53.26,2033-06-11,,22.31
PRJ-0115,May,2026-05-15,96.25,93.65,1195.36,1927.39,51.01,2033-06-11,,21.51
PRJ-0115,June,2026-06-15,96.25,93.21,1189.65,1935.97,51.68,2033-04-11,,19.68
PRJ-0115,July,2026-07-15,96.25,91.51,1168.01,1847.85,44.78,2033-02-11,,18.19
PRJ-0116,Feb,2026-02-15,9.04,4.01,32.84,785.98,-3.92,2029-10-23,,9.2
PRJ-0116,March,2026-03-15,18.08,24.78,202.75,792.63,-3.11,2029-11-23,,10.18
PRJ-0116,April,2026-04-15,27.11,29.08,237.88,752.13,-8.06,2029-09-23,,7.63
PRJ-0116,May,2026-05-15,30.3,33.44,273.58,761.09,-6.97,2029-08-23,,6.65
PRJ-0116,June,2026-06-15,30.3,27.87,227.99,979.69,19.75,2029-12-23,,11.48
PRJ-0116,July,2026-07-15,30.3,31.05,253.99,630.91,-22.88,2029-02-23,,1.47
PRJ-0117,Feb,2026-02-15,0.47,0.0,0.0,4689.02,43.57,2031-08-17,,32.18
PRJ-0117,March,2026-03-15,0.95,0.0,0.0,4517.36,38.31,2030-10-17,,21.75
PRJ-0117,April,2026-04-15,1.42,5.3,172.99,4293.57,31.46,2031-04-17,,27.68
PRJ-0117,May,2026-05-15,1.9,7.73,252.49,4006.91,22.68,2030-08-17,,19.85
PRJ-0117,June,2026-06-15,2.37,0.0,0.0,5412.32,65.72,2032-02-17,,37.65
PRJ-0117,July,2026-07-15,2.85,2.69,87.91,2969.74,-9.07,2029-10-17,,9.77
PRJ-0118,Feb,2026-02-15,22.24,23.63,170.37,855.89,18.72,2030-01-07,,15.35
PRJ-0118,March,2026-03-15,44.48,41.97,302.57,857.92,19.0,2029-10-07,,11.55
PRJ-0118,April,2026-04-15,58.83,58.58,422.3,856.44,18.8,2030-02-07,,15.56
PRJ-0118,May,2026-05-15,58.83,55.13,397.44,837.06,16.11,2029-11-07,,13.03
PRJ-0118,June,2026-06-15,58.83,61.74,445.11,918.8,27.45,2030-03-07,,16.93
PRJ-0118,July,2026-07-15,58.83,58.32,420.48,764.08,5.99,2029-05-07,,6.69
PRJ-0119,Feb,2026-02-15,13.9,7.99,169.67,2670.47,25.81,2034-06-20,,22.21
PRJ-0119,March,2026-03-15,27.81,33.27,706.31,2601.74,22.57,2034-01-20,,16.67
PRJ-0119,April,2026-04-15,41.71,42.73,907.11,2587.42,21.89,2033-12-20,,16.36
PRJ-0119,May,2026-05-15,55.61,58.1,1233.35,2527.7,19.08,2033-09-20,,12.7
PRJ-0119,June,2026-06-15,69.51,77.17,1638.16,3192.21,50.39,2034-03-20,,19.48
PRJ-0119,July,2026-07-15,83.42,83.48,1771.9,1878.86,-11.49,2032-08-20,,0.0
PRJ-0120,Feb,2026-02-15,12.83,14.94,329.87,2666.99,20.77,2034-10-14,,18.86
PRJ-0120,March,2026-03-15,25.66,20.22,446.46,2541.05,15.07,2034-09-14,,18.14
PRJ-0120,April,2026-04-15,38.49,40.94,903.99,2527.96,14.47,2034-02-14,,11.07
PRJ-0120,May,2026-05-15,51.32,48.79,1077.44,2488.46,12.68,2034-02-14,,11.4
PRJ-0120,June,2026-06-15,57.51,55.72,1230.49,3259.36,47.59,2034-11-14,,19.66
PRJ-0120,July,2026-07-15,57.51,52.66,1162.96,2043.12,-7.48,2033-06-14,,3.33
PRJ-0121,Feb,2026-02-15,13.33,9.08,133.05,1976.76,34.93,2033-09-24,,20.17
PRJ-0121,March,2026-03-15,26.66,23.09,338.33,1954.83,33.44,2033-08-24,,19.02
PRJ-0121,April,2026-04-15,39.99,42.08,616.47,1912.17,30.52,2033-06-24,,17.42
PRJ-0121,May,2026-05-15,53.32,55.71,816.13,1885.06,28.67,2033-04-24,,15.35
PRJ-0121,June,2026-06-15,66.65,68.53,1004.0,2230.66,52.26,2034-01-24,,23.63
PRJ-0121,July,2026-07-15,79.98,80.3,1176.44,1623.67,10.83,2032-06-24,,4.63
PRJ-0122,Feb,2026-02-15,5.54,5.14,107.68,2893.77,38.05,2036-09-18,,27.43
PRJ-0122,March,2026-03-15,11.08,13.61,285.28,2819.3,34.5,2036-05-18,,23.31
PRJ-0122,April,2026-04-15,16.62,13.68,286.7,2754.47,31.41,2036-04-18,,22.4
PRJ-0122,May,2026-05-15,16.66,15.16,317.81,2782.91,32.76,2036-04-18,,21.61
PRJ-0122,June,2026-06-15,16.66,14.71,308.32,3019.65,44.06,2036-11-18,,28.51
PRJ-0122,July,2026-07-15,16.66,14.76,309.49,2077.79,-0.88,2035-01-18,,6.52
PRJ-0123,Feb,2026-02-15,12.19,11.06,1728.05,22766.84,45.7,2034-09-14,,25.27
PRJ-0123,March,2026-03-15,24.37,27.41,4282.3,21672.97,38.7,2034-06-14,,22.16
PRJ-0123,April,2026-04-15,36.56,35.77,5588.72,20556.64,31.56,2033-12-14,,16.11
PRJ-0123,May,2026-05-15,48.75,41.6,6500.56,19862.16,27.11,2033-11-14,,14.75
PRJ-0123,June,2026-06-15,60.94,62.15,9711.08,28801.02,84.32,2035-07-14,,35.38
PRJ-0123,July,2026-07-15,73.12,77.8,12157.13,12749.25,-18.41,2032-08-14,,0.0
PRJ-0124,Feb,2026-02-15,1.69,0.0,0.0,1750.33,17.81,2036-05-01,,20.73
PRJ-0124,March,2026-03-15,2.59,0.0,0.0,1815.93,22.22,2036-03-01,,18.81
PRJ-0124,April,2026-04-15,4.51,11.64,172.87,1756.48,18.22,2036-01-01,,16.85
PRJ-0124,May,2026-05-15,2.06,8.25,122.63,1721.16,15.85,2036-01-01,,16.55
PRJ-0124,June,2026-06-15,4.7,0.0,0.0,2135.11,43.71,2036-10-01,,26.39
PRJ-0124,July,2026-07-15,3.74,0.0,0.0,1479.36,-0.43,2035-09-01,,13.08
PRJ-0125,Feb,2026-02-15,8.97,8.57,52.07,664.1,9.32,2036-02-26,,14.99
PRJ-0125,March,2026-03-15,17.93,16.71,101.53,658.68,8.42,2035-11-26,,11.74
PRJ-0125,April,2026-04-15,26.9,31.49,191.32,647.43,6.57,2035-09-26,,9.61
PRJ-0125,May,2026-05-15,35.86,36.6,222.33,643.19,5.87,2035-12-26,,12.87
PRJ-0125,June,2026-06-15,44.83,48.67,295.64,705.84,16.19,2036-02-26,,14.75
PRJ-0125,July,2026-07-15,53.8,52.95,321.69,590.59,-2.78,2035-03-26,,3.91
PRJ-0126,Feb,2026-02-15,9.95,15.67,171.36,1311.13,19.89,2036-07-25,,18.33
PRJ-0126,March,2026-03-15,19.89,19.34,211.49,1336.17,22.18,2036-06-25,,16.74
PRJ-0126,April,2026-04-15,29.84,24.31,265.81,1316.47,20.38,2036-04-25,,15.38
PRJ-0126,May,2026-05-15,39.78,47.18,516.0,1313.01,20.07,2036-03-25,,14.42
PRJ-0126,June,2026-06-15,49.73,49.35,539.71,1439.38,31.62,2036-12-25,,22.58
PRJ-0126,July,2026-07-15,52.18,48.93,535.14,1206.66,10.34,2035-12-25,,10.54
PRJ-0127,Feb,2026-02-15,23.05,25.91,676.06,3951.83,51.43,2037-03-25,,24.87
PRJ-0127,March,2026-03-15,46.1,39.24,1023.93,3973.83,52.28,2037-01-25,,22.58
PRJ-0127,April,2026-04-15,69.15,75.81,1978.26,3836.01,47.0,2036-11-25,,20.78
PRJ-0127,May,2026-05-15,90.82,90.89,2371.87,3752.31,43.79,2036-04-25,,14.38
PRJ-0127,June,2026-06-15,90.82,85.97,2243.53,4773.28,82.91,2037-06-25,,27.56
PRJ-0127,July,2026-07-15,90.82,86.33,2252.79,3103.9,18.94,2035-10-25,,8.37
PRJ-0128,Feb,2026-02-15,2.31,0.65,4.63,738.09,3.94,2034-03-06,,12.58
PRJ-0128,March,2026-03-15,4.61,0.0,0.0,739.49,4.14,2033-12-06,,10.07
PRJ-0128,April,2026-04-15,6.92,2.69,19.13,714.31,0.59,2034-03-06,,12.63
PRJ-0128,May,2026-05-15,9.23,3.75,26.65,711.82,0.24,2034-05-06,,14.56
PRJ-0128,June,2026-06-15,10.76,12.05,85.55,828.97,16.74,2034-08-06,,17.85
PRJ-0128,July,2026-07-15,10.76,4.67,33.19,654.44,-7.84,2033-10-06,,7.5
PRJ-0129,Feb,2026-02-15,12.0,6.72,24.58,376.5,2.97,2030-10-10,,7.12
PRJ-0129,March,2026-03-15,17.16,15.9,58.12,375.77,2.77,2031-01-10,,9.61
PRJ-0129,April,2026-04-15,17.16,18.74,68.53,375.06,2.57,2031-02-10,,11.49
PRJ-0129,May,2026-05-15,17.16,12.75,46.64,371.87,1.7,2031-03-10,,11.87
PRJ-0129,June,2026-06-15,17.16,20.71,75.74,466.56,27.6,2031-12-10,,21.18
PRJ-0129,July,2026-07-15,17.16,11.42,41.77,306.45,-16.19,2030-06-10,,2.76
PRJ-0130,Feb,2026-02-15,20.69,21.15,248.56,1318.53,12.17,2034-01-14,,13.17
PRJ-0130,March,2026-03-15,41.37,44.18,519.34,1279.79,8.88,2034-01-14,,12.62
PRJ-0130,April,2026-04-15,62.06,67.29,790.92,1284.75,9.3,2033-04-14,,3.87
PRJ-0130,May,2026-05-15,82.74,82.58,970.69,1271.81,8.2,2033-03-14,,3.49
PRJ-0130,June,2026-06-15,95.97,95.7,1124.9,1496.08,27.28,2033-09-14,,9.22
PRJ-0130,July,2026-07-15,95.97,87.96,1033.85,1147.02,-2.42,2032-12-14,,0.0
PRJ-0131,Feb,2026-02-15,12.91,8.73,85.24,1185.77,21.48,2032-01-27,,16.73
PRJ-0131,March,2026-03-15,25.82,19.57,190.98,1157.59,18.59,2031-12-27,,15.85
PRJ-0131,April,2026-04-15,38.73,45.53,444.45,1150.05,17.82,2031-08-27,,12.25
PRJ-0131,May,2026-05-15,51.64,52.89,516.27,1109.62,13.68,2031-06-27,,10.08
PRJ-0131,June,2026-06-15,64.55,67.65,660.34,1448.72,48.42,2032-06-27,,21.86
PRJ-0131,July,2026-07-15,77.46,76.03,742.13,887.21,-9.11,2030-08-27,,0.0
PRJ-0132,Feb,2026-02-15,4.63,1.87,30.66,2700.11,64.78,2031-11-09,,35.32
PRJ-0132,March,2026-03-15,9.27,13.31,218.13,2615.85,59.64,2031-07-09,,31.27
PRJ-0132,April,2026-04-15,13.9,8.88,145.58,2541.5,55.1,2031-06-09,,30.12
PRJ-0132,May,2026-05-15,18.53,19.62,321.55,2504.41,52.84,2031-09-09,,32.75
PRJ-0132,June,2026-06-15,23.16,21.93,359.39,3899.98,138.01,2033-09-09,,56.89
PRJ-0132,July,2026-07-15,27.8,24.44,400.53,1841.97,12.41,2030-03-09,,15.34
PRJ-0133,Feb,2026-02-15,16.8,17.58,252.73,1987.41,38.24,2032-08-10,,24.09
PRJ-0133,March,2026-03-15,33.6,27.43,394.3,1853.54,28.93,2031-12-10,,16.32
PRJ-0133,April,2026-04-15,50.39,47.82,687.47,1804.84,25.54,2031-12-10,,16.16
PRJ-0133,May,2026-05-15,67.19,67.98,977.29,1764.2,22.71,2031-05-10,,9.44
PRJ-0133,June,2026-06-15,83.99,86.34,1241.27,2464.74,71.44,2032-12-10,,28.12
PRJ-0133,July,2026-07-15,94.67,95.31,1370.29,1227.08,-14.65,2030-08-10,,0.0
PRJ-0134,Feb,2026-02-15,7.75,7.09,426.94,6897.11,14.53,2030-05-15,,15.02
PRJ-0134,March,2026-03-15,15.5,15.75,948.2,6636.41,10.2,2030-05-15,,15.49
PRJ-0134,April,2026-04-15,23.25,24.85,1496.4,6374.87,5.86,2029-12-15,,10.18
PRJ-0134,May,2026-05-15,31.0,32.51,1957.52,5949.11,-1.21,2029-12-15,,9.59
PRJ-0134,June,2026-06-15,38.75,41.11,2475.58,8189.46,35.99,2030-10-15,,19.75
PRJ-0134,July,2026-07-15,46.51,50.76,3056.7,4020.61,-33.23,2029-02-15,,0.0
PRJ-0135,Feb,2026-02-15,18.44,24.1,496.31,2294.73,11.44,2029-04-07,,11.36
PRJ-0135,March,2026-03-15,36.88,26.43,544.21,2228.78,8.24,2029-02-07,,9.5
PRJ-0135,April,2026-04-15,55.32,53.28,1097.05,2197.99,6.74,2029-03-07,,9.94
PRJ-0135,May,2026-05-15,73.75,74.07,1525.16,2192.92,6.49,2028-10-07,,4.68
PRJ-0135,June,2026-06-15,92.19,92.11,1896.8,2879.88,39.86,2029-06-07,,13.25
PRJ-0135,July,2026-07-15,95.75,93.98,1935.29,1645.45,-20.09,2028-05-07,,0.0
PRJ-0136,Feb,2026-02-15,19.07,18.19,109.4,760.8,26.49,2033-01-21,,20.11
PRJ-0136,March,2026-03-15,38.13,35.02,210.65,750.93,24.85,2033-01-21,,19.82
PRJ-0136,April,2026-04-15,57.2,60.3,362.71,737.66,22.64,2032-01-21,,8.22
PRJ-0136,May,2026-05-15,60.81,66.68,401.08,744.08,23.71,2032-06-21,,13.06
PRJ-0136,June,2026-06-15,60.81,63.04,379.18,879.88,46.29,2033-01-21,,19.62
PRJ-0136,July,2026-07-15,60.81,57.57,346.29,656.95,9.22,2031-12-21,,6.71
PRJ-0137,Feb,2026-02-15,4.18,3.83,23.85,733.73,17.75,2032-06-02,,19.73
PRJ-0137,March,2026-03-15,8.36,7.51,46.77,713.17,14.45,2031-12-02,,14.1
PRJ-0137,April,2026-04-15,12.54,9.48,59.05,712.63,14.36,2032-02-02,,16.22
PRJ-0137,May,2026-05-15,16.72,12.51,77.97,694.7,11.48,2031-11-02,,12.79
PRJ-0137,June,2026-06-15,16.79,17.6,109.65,859.26,37.89,2032-07-02,,21.23
PRJ-0137,July,2026-07-15,16.79,16.21,100.98,582.4,-6.54,2032-01-02,,14.61
